4 1.0
5 1.0
6 1.0
7 1.0
8 0.38
9 0.368
10 0.146
11 0.042
12 0.032
13 0.022
14 0.002
15 0.002
16 0.002
17 0.002
18 0.002
19 0.002
20 0.002
21 0.002
22 0.002
23 0.002
24 0.002
25 0.002
26 0.002
27 0.002
28 0.002
29 0.002
30 0.002
4 1.0
5 1.0
6 1.0
7 1.0
8 0.742
9 0.238
10 0.08
11 0.182
12 0.04
13 0.03
14 0.014
15 0.002
16 0.004
17 0.002
18 0.0
19 0.002
