Iteraciones (eje x),Media de la población i-ésima (Eje y)
1,1597.6
2,1640.7666666666667
3,495.0833333333333
4,1848.5583333333334
5,681.4166666666666
6,828.675
7,2048.491666666667
8,1031.475
9,2978.4416666666666
10,1016.875
11,3300.2083333333335
12,3034.9666666666667
13,3151.925
14,1275.0916666666667
15,1471.4583333333333
16,3703.85
17,791.8166666666667
18,3474.1583333333333
19,3911.008333333333
20,3924.0666666666666
21,1233.1416666666667
22,4240.375
23,2197.9
24,4550.883333333333
25,1546.4166666666667
26,4506.7
27,4904.35
28,1855.7
29,1944.0666666666666
30,4374.15
31,4153.233333333334
32,4109.05
33,1590.6
34,1767.3333333333333
35,4506.7
36,4109.05
37,1944.0666666666666
38,4109.05
39,4285.783333333334
40,4506.7
41,1413.8666666666666
42,1944.0666666666666
43,3976.5
44,4109.05
45,4020.6833333333334
46,4241.6
47,1634.7833333333333
48,4153.233333333334
49,3976.5
50,4064.866666666667
51,1413.8666666666666
52,3490.483333333333
53,1281.3166666666666
54,3932.3166666666666
55,1458.05
56,1988.25
57,2120.8
58,4595.066666666667
59,2120.8
60,4241.6
61,4374.15
62,2032.4333333333334
63,4595.066666666667
64,4771.8
65,4418.333333333333
66,4064.866666666667
67,4639.25
68,4374.15
69,3932.3166666666666
70,3843.95
71,3843.95
72,1192.95
73,1369.6833333333334
74,1502.2333333333333
75,1546.4166666666667
76,1281.3166666666666
77,4418.333333333333
78,4109.05
79,1678.9666666666667
80,1502.2333333333333
81,1237.1333333333334
82,1634.7833333333333
83,1237.1333333333334
84,4020.6833333333334
85,1678.9666666666667
86,4462.516666666666
87,4197.416666666667
88,3799.766666666667
89,4285.783333333334
90,1634.7833333333333
91,3932.3166666666666
92,4153.233333333334
93,3976.5
94,3269.5666666666666
95,839.4833333333333
96,1237.1333333333334
97,3888.133333333333
98,1413.8666666666666
99,4550.883333333333
100,4374.15
101,4064.866666666667
102,4285.783333333334
103,1590.6
104,1060.4
105,1546.4166666666667
106,1590.6
107,4329.966666666666
108,1502.2333333333333
109,1413.8666666666666
110,1148.7666666666667
111,1325.5
112,1458.05
113,1590.6
114,4153.233333333334
115,1325.5
116,1678.9666666666667
117,1944.0666666666666
118,4153.233333333334
119,1944.0666666666666
120,1413.8666666666666
121,1413.8666666666666
122,4020.6833333333334
123,4020.6833333333334
124,1899.8833333333334
125,4064.866666666667
126,3932.3166666666666
127,1590.6
128,4418.333333333333
129,1678.9666666666667
130,4153.233333333334
131,1811.5166666666667
132,4241.6
133,4639.25
134,4285.783333333334
135,4374.15
136,1723.15
137,1590.6
138,1988.25
139,4374.15
140,3888.133333333333
141,1634.7833333333333
142,4506.7
143,1855.7
144,1369.6833333333334
145,1325.5
146,4550.883333333333
147,3888.133333333333
148,1723.15
149,3932.3166666666666
150,1678.9666666666667
151,4462.516666666666
152,4153.233333333334
153,1855.7
154,4506.7
155,4285.783333333334
156,1634.7833333333333
157,4153.233333333334
158,4418.333333333333
159,1723.15
160,4418.333333333333
161,3976.5
162,4020.6833333333334
163,3755.5833333333335
164,3976.5
165,1634.7833333333333
166,1458.05
167,1413.8666666666666
168,3932.3166666666666
169,1192.95
170,1413.8666666666666
171,4241.6
172,4418.333333333333
173,1413.8666666666666
174,1590.6
175,4329.966666666666
176,4771.8
177,4506.7
178,4550.883333333333
179,4109.05
180,4418.333333333333
181,4374.15
182,4550.883333333333
183,4197.416666666667
184,1811.5166666666667
185,1678.9666666666667
186,1325.5
187,4020.6833333333334
188,4418.333333333333
189,4374.15
190,4329.966666666666
191,4285.783333333334
192,4904.35
193,4683.433333333333
194,4241.6
195,4064.866666666667
196,1590.6
197,2164.983333333333
198,2032.4333333333334
199,4418.333333333333
200,4329.966666666666
201,1369.6833333333334
202,1148.7666666666667
203,3843.95
204,1767.3333333333333
205,1634.7833333333333
206,1899.8833333333334
207,4329.966666666666
208,3667.2166666666667
209,3799.766666666667
210,1502.2333333333333
211,1413.8666666666666
212,1767.3333333333333
213,4418.333333333333
214,4285.783333333334
215,4153.233333333334
216,4374.15
217,4020.6833333333334
218,3711.4
219,4285.783333333334
220,4418.333333333333
221,4374.15
222,1148.7666666666667
223,751.1166666666667
224,3667.2166666666667
225,3446.3
226,3799.766666666667
227,530.2
228,3578.85
229,1237.1333333333334
230,1413.8666666666666
231,4329.966666666666
232,1413.8666666666666
233,1413.8666666666666
234,4064.866666666667
235,1944.0666666666666
236,4241.6
237,1899.8833333333334
238,4462.516666666666
239,4595.066666666667
240,1811.5166666666667
241,4506.7
242,1148.7666666666667
243,1678.9666666666667
244,4285.783333333334
245,4109.05
246,4020.6833333333334
247,4241.6
248,1281.3166666666666
249,3799.766666666667
250,1192.95
251,1458.05
252,4064.866666666667
253,1413.8666666666666
254,3843.95
255,1060.4
256,1899.8833333333334
257,4904.35
258,4197.416666666667
259,3932.3166666666666
260,4109.05
261,1767.3333333333333
262,4462.516666666666
263,4462.516666666666
264,4418.333333333333
265,4462.516666666666
266,4462.516666666666
267,4418.333333333333
268,1678.9666666666667
269,3843.95
270,1325.5
271,4153.233333333334
272,1546.4166666666667
273,1458.05
274,4064.866666666667
275,4109.05
276,4506.7
277,1634.7833333333333
278,4329.966666666666
279,4020.6833333333334
280,1811.5166666666667
281,1502.2333333333333
282,4462.516666666666
283,4329.966666666666
284,4153.233333333334
285,1767.3333333333333
286,4329.966666666666
287,1413.8666666666666
288,4197.416666666667
289,3888.133333333333
290,1458.05
291,1192.95
292,1944.0666666666666
293,4506.7
294,4992.716666666666
295,4418.333333333333
296,2076.616666666667
297,4153.233333333334
298,4064.866666666667
299,751.1166666666667
300,1237.1333333333334
301,1192.95
302,4418.333333333333
303,1899.8833333333334
304,4197.416666666667
305,1192.95
306,3976.5
307,4064.866666666667
308,1502.2333333333333
309,4595.066666666667
310,1634.7833333333333
311,1988.25
312,4109.05
313,4285.783333333334
314,4064.866666666667
315,1590.6
316,4329.966666666666
