Iteraciones (eje x),Mejor individuo hasta el momento (Eje y)
1,3603
2,3603
3,3603
4,3852
5,4342
6,4774
7,5108
8,5108
9,5108
10,5108
11,5210
12,5210
13,5210
14,5210
15,5210
16,5210
17,5210
18,5357
19,5357
20,5357
21,5357
22,5434
23,5434
24,5434
25,5434
26,5434
27,5486
28,5486
29,5486
30,5486
31,5486
32,5486
33,5486
34,5486
35,5486
36,5486
37,5486
38,5486
39,5486
40,5486
41,5486
42,5486
43,5486
44,5486
45,5486
46,5486
47,5486
48,5486
49,5486
50,5486
51,5486
52,5486
53,5486
54,5486
55,5486
56,5486
57,5486
58,5486
59,5486
60,5486
61,5486
62,5486
63,5486
64,5486
65,5486
66,5486
67,5486
68,5486
69,5486
70,5486
71,5486
72,5486
73,5486
74,5486
75,5486
76,5486
77,5486
78,5486
79,5486
80,5486
81,5486
82,5486
83,5486
84,5486
85,5486
86,5486
87,5486
88,5486
89,5486
90,5486
91,5486
92,5486
93,5486
94,5486
95,5486
96,5486
97,5486
98,5486
99,5486
100,5486
101,5486
102,5486
103,5486
104,5486
105,5486
106,5486
107,5486
108,5486
109,5486
110,5486
111,5486
112,5486
113,5486
114,5486
115,5486
116,5486
117,5486
118,5486
119,5486
120,5486
121,5486
122,5486
123,5486
124,5486
125,5486
126,5486
127,5486
128,5486
129,5486
130,5486
131,5486
132,5486
133,5486
134,5486
135,5486
136,5486
137,5486
138,5486
139,5486
140,5486
141,5486
142,5486
143,5486
144,5486
145,5486
146,5486
147,5486
148,5486
149,5486
150,5486
151,5486
152,5486
153,5486
154,5486
155,5486
156,5486
157,5486
158,5486
159,5486
160,5486
161,5486
162,5486
163,5486
164,5486
165,5486
166,5486
167,5486
168,5486
169,5486
170,5486
171,5486
172,5486
173,5486
174,5486
175,5486
176,5486
177,5486
178,5486
179,5486
180,5486
181,5486
182,5486
183,5486
184,5486
185,5486
186,5486
187,5486
188,5486
189,5486
190,5486
191,5486
192,5486
193,5486
194,5486
195,5486
196,5486
197,5486
198,5486
199,5486
200,5486
201,5486
202,5486
203,5486
204,5486
205,5486
206,5486
207,5486
208,5486
209,5486
210,5486
211,5486
212,5486
213,5486
214,5486
215,5486
216,5486
217,5486
218,5486
219,5486
220,5486
221,5486
222,5486
223,5486
224,5486
225,5486
226,5486
227,5486
228,5486
229,5486
230,5486
231,5486
232,5486
233,5486
234,5486
235,5486
236,5486
237,5486
238,5486
239,5486
240,5486
241,5486
242,5486
243,5486
244,5486
245,5486
246,5486
247,5486
248,5486
249,5486
250,5486
251,5486
252,5486
253,5486
254,5486
255,5486
256,5486
257,5486
258,5486
259,5486
260,5486
261,5486
262,5486
263,5486
264,5486
265,5486
266,5486
267,5486
268,5486
269,5486
270,5486
271,5486
272,5486
273,5486
274,5486
275,5486
276,5486
277,5486
278,5486
279,5486
280,5486
281,5486
282,5486
283,5486
284,5486
285,5486
286,5486
287,5486
288,5486
289,5486
290,5486
291,5486
292,5486
293,5486
294,5486
295,5486
296,5486
297,5486
298,5486
299,5486
300,5486
301,5486
302,5486
303,5486
304,5486
305,5486
306,5486
307,5486
308,5486
309,5486
310,5486
311,5486
312,5486
313,5486
314,5486
315,5486
316,5486
317,5486
318,5486
319,5486
320,5486
321,5486
322,5486
323,5486
324,5486
325,5486
326,5486
327,5486
328,5486
329,5486
330,5486
331,5486
332,5486
333,5486
334,5486
335,5486
336,5486
337,5486
338,5486
339,5486
340,5486
341,5486
342,5486
343,5486
344,5486
345,5486
346,5486
347,5486
348,5486
349,5486
350,5486
351,5486
352,5486
353,5486
354,5486
355,5486
356,5486
357,5486
358,5486
359,5486
360,5486
361,5486
362,5486
363,5486
364,5486
365,5486
366,5486
367,5486
368,5486
369,5486
370,5486
371,5486
372,5486
373,5486
374,5486
375,5486
376,5486
377,5486
378,5486
379,5486
380,5486
381,5486
382,5486
383,5486
384,5486
385,5486
386,5486
387,5486
388,5486
389,5486
390,5486
391,5486
392,5486
393,5486
394,5486
395,5486
396,5486
397,5486
398,5486
399,5486
400,5486
401,5486
402,5486
403,5486
404,5486
405,5486
406,5486
407,5486
408,5486
409,5486
410,5486
411,5486
412,5486
413,5486
414,5486
415,5486
416,5486
417,5486
418,5486
419,5486
420,5486
421,5486
422,5486
423,5486
424,5486
425,5486
426,5486
427,5486
428,5486
429,5486
430,5486
431,5486
432,5486
433,5486
434,5486
435,5486
436,5486
437,5486
438,5486
439,5486
440,5486
441,5486
442,5486
443,5486
444,5486
445,5486
446,5486
447,5486
448,5486
449,5486
450,5486
451,5486
452,5486
453,5486
454,5486
455,5486
456,5486
457,5486
458,5486
459,5486
460,5486
461,5486
462,5486
463,5486
464,5486
465,5486
466,5486
467,5486
468,5486
469,5486
470,5486
471,5486
472,5486
473,5486
474,5486
475,5486
476,5486
477,5486
478,5486
479,5486
480,5486
481,5486
482,5486
483,5486
484,5486
485,5486
486,5486
487,5486
488,5486
489,5486
490,5486
491,5486
492,5486
493,5486
494,5486
495,5486
496,5486
497,5486
498,5486
499,5486
500,5486
501,5486
502,5486
503,5486
504,5486
505,5486
506,5486
507,5486
