Iteraciones (eje x) Media de la población i-ésima (Eje y)
1					750.75
2					843.6666666666666
3					403.7916666666667
4					1105.4166666666667
5					914.375
6					293.7083333333333
7					514.875
8					600.3333333333334
9					609.1666666666666
10					1527.5416666666667
11					1515.2083333333333
12					1163.375
13					1185.9166666666667
14					330.9583333333333
15					443.3333333333333
16					1306.4166666666667
17					705.375
18					1740.25
19					1446.7916666666667
20					378.2916666666667
21					1190.8333333333333
22					1724.9583333333333
23					493.9583333333333
24					1705.875
25					2307.375
26					2311.4166666666665
27					1806.0
28					2021.6666666666667
29					2185.0833333333335
30					2004.125
31					972.0833333333334
32					1819.5
33					789.2916666666666
34					1562.0416666666667
35					679.125
36					1594.9583333333333
37					1490.7083333333333
38					1075.0416666666667
39					1516.25
40					1700.4583333333333
41					583.9583333333334
42					1634.9166666666667
43					791.125
44					2104.7916666666665
45					1010.8333333333334
46					2426.0
47					2090.0416666666665
48					1819.5
49					776.125
50					594.75
51					923.7083333333334
52					1687.5833333333333
53					1925.625
54					1493.3333333333333
55					558.5
56					1072.6666666666667
57					1776.0833333333333
58					2289.4166666666665
59					2003.7083333333333
60					1819.5
61					1111.9166666666667
62					2426.0
63					1783.5833333333333
64					2187.9166666666665
65					2105.2083333333335
66					2311.4166666666665
67					2143.5416666666665
68					1439.7083333333333
69					863.5416666666666
70					2072.5
71					2105.2083333333335
72					2003.7083333333333
73					1907.0833333333333
74					1662.125
75					1362.8333333333333
76					1166.7916666666667
77					2223.8333333333335
78					2122.75
79					2426.0
80					1707.7083333333333
81					678.9166666666666
82					1082.875
83					2426.0
84					1718.4166666666667
85					1672.2083333333333
86					931.9166666666666
87					2223.8333333333335
88					2223.8333333333335
89					808.6666666666666
90					2122.75
91					808.6666666666666
92					975.3333333333334
93					1010.8333333333334
94					2104.7916666666665
95					2241.5416666666665
96					1868.5
97					1971.0
98					1179.9166666666667
99					2136.6666666666665
100					2064.0
