Iteraciones (eje x),Media de la población i-ésima (Eje y)
1,1315.1666666666667
2,1451.4583333333333
3,1717.7916666666667
4,1576.3333333333333
5,1570.9166666666667
6,1450.5
7,1708.0416666666667
8,1417.5416666666667
9,1722.0833333333333
10,1763.5
11,1697.25
12,504.375
13,1590.875
14,1788.9166666666667
15,1717.7083333333333
16,1893.5
17,949.875
18,1491.8333333333333
19,2018.4166666666667
20,1718.0833333333333
21,1948.8333333333333
22,2111.8333333333335
23,1665.125
24,1643.875
25,737.0833333333334
26,831.4166666666666
27,1806.875
28,1842.2916666666667
29,2019.875
30,1757.5
31,946.0833333333334
32,2019.4583333333333
33,1753.7083333333333
34,666.1666666666666
35,1959.2916666666667
36,1626.7083333333333
37,1779.0416666666667
38,1862.5416666666667
39,1754.0
40,1633.7083333333333
41,779.2916666666666
42,995.6666666666666
43,1559.0833333333333
44,1236.8333333333333
45,474.8333333333333
46,1954.6666666666667
47,1948.125
48,1793.5833333333333
49,1637.1666666666667
50,1545.2083333333333
51,1956.125
52,722.9166666666666
53,1814.4166666666667
54,2126.0
55,1807.0833333333333
56,1045.4583333333333
57,1650.0833333333333
58,1591.7083333333333
59,1812.75
60,1948.8333333333333
61,2126.0
62,1984.0416666666667
63,1488.0
64,761.9166666666666
65,2023.25
66,1910.0416666666667
67,1913.5
68,1948.8333333333333
69,1842.7083333333333
70,1842.7083333333333
71,1718.7083333333333
72,783.0833333333334
73,1668.9166666666667
74,1629.9166666666667
75,698.0833333333334
76,1733.1666666666667
77,1612.1666666666667
78,1516.7916666666667
79,1577.8333333333333
80,1558.875
81,1432.1666666666667
82,843.3333333333334
83,1550.7916666666667
84,1487.5416666666667
85,814.5416666666666
86,1698.375
87,721.6666666666666
88,781.5
89,1058.7916666666667
90,1503.5
91,1439.3333333333333
92,1463.5833333333333
93,659.625
94,763.7083333333334
95,771.8333333333334
96,1520.4583333333333
97,1646.7916666666667
98,1139.0833333333333
99,526.7083333333334
100,1252.4583333333333
101,1367.6666666666667
102,1375.25
103,776.0
104,1541.1666666666667
105,855.8333333333334
106,1588.9166666666667
107,1538.1666666666667
108,1358.875
109,1499.9166666666667
110,1667.75
111,1485.25
112,1429.9166666666667
113,1299.0416666666667
114,657.375
115,1642.0
116,1549.7083333333333
117,1708.2083333333333
118,1508.0833333333333
119,1677.2916666666667
120,882.0416666666666
121,391.5833333333333
122,1673.0416666666667
123,1594.75
124,1616.0
125,1744.8333333333333
126,1709.4166666666667
127,1465.8333333333333
128,1521.1666666666667
129,1596.0
130,680.875
131,1304.9583333333333
132,1596.375
133,1465.125
134,389.25
135,731.2916666666666
136,1524.25
137,1460.0833333333333
138,1714.25
139,1478.6666666666667
140,1134.7916666666667
141,594.6666666666666
142,805.9166666666666
143,1386.0416666666667
144,1577.0
145,1531.625
146,1545.7916666666667
147,700.7916666666666
148,1140.8333333333333
149,461.2916666666667
150,768.5416666666666
151,1650.2916666666667
152,1580.2916666666667
153,1584.5
154,1594.4583333333333
155,1664.4583333333333
156,1759.0
157,1517.875
158,1671.5416666666667
159,1668.0416666666667
160,1584.0833333333333
161,1501.5416666666667
162,1664.4583333333333
163,1759.0
164,1576.7916666666667
165,1632.3333333333333
166,1573.2083333333333
167,1759.0
168,1366.7916666666667
169,683.6666666666666
170,1646.1666666666667
171,1459.0833333333333
172,877.25
173,1612.4166666666667
174,1482.25
175,1656.75
176,1668.0416666666667
177,1759.0
178,1644.25
179,1545.25
180,1650.0833333333333
181,1452.25
182,1466.2083333333333
183,737.75
184,1383.2916666666667
185,1543.5
186,1489.3333333333333
187,1650.2916666666667
188,1440.125
189,630.7916666666666
190,1641.2916666666667
191,1579.7916666666667
192,1497.1666666666667
193,1158.7916666666667
194,1664.4583333333333
195,1537.875
196,1741.3333333333333
197,1448.1666666666667
198,1613.375
199,1489.625
200,1425.4583333333333
201,1522.7083333333333
202,1497.6666666666667
203,1667.75
204,1575.7083333333333
205,1265.25
206,1186.4166666666667
207,1502.0416666666667
208,1706.9583333333333
209,1501.25
210,1483.2916666666667
211,520.6666666666666
212,1426.5416666666667
213,758.3333333333334
214,1465.8333333333333
215,1507.0
216,1520.4583333333333
217,1320.5833333333333
218,1556.875
219,1580.2916666666667
220,1566.4166666666667
221,1683.4583333333333
222,1510.7916666666667
223,1457.7916666666667
224,1529.3333333333333
225,1594.4583333333333
226,1371.2916666666667
227,1555.5416666666667
228,1282.7083333333333
229,1704.6666666666667
230,1627.2083333333333
231,1063.3333333333333
232,1736.6666666666667
233,849.5
234,1693.8333333333333
235,641.0416666666666
236,999.0416666666666
237,1559.1666666666667
238,1484.4583333333333
239,1903.75
240,1892.375
241,1730.4583333333333
242,1869.875
243,792.7083333333334
244,1778.8333333333333
245,850.5
246,1885.0833333333333
247,1662.125
248,1566.4583333333333
249,1988.1666666666667
250,1895.75
251,1800.0833333333333
252,688.2916666666666
253,835.0833333333334
254,2092.9166666666665
255,1946.375
256,2108.4583333333335
257,1631.7916666666667
258,1063.0
259,1771.6666666666667
260,1906.3333333333333
261,885.8333333333334
262,2016.1666666666667
263,2126.0
264,1842.2916666666667
265,591.75
266,966.625
267,1920.9166666666667
268,1915.5
269,1399.7916666666667
270,816.0833333333334
271,1814.125
272,1764.375
273,531.5
274,1063.0
275,1831.9166666666667
276,1941.8333333333333
277,1803.5
278,814.9166666666666
279,1715.375
280,1831.9166666666667
281,708.6666666666666
282,1644.2916666666667
283,953.1666666666666
284,812.9583333333334
285,1853.75
286,1963.4166666666667
287,2126.0
288,2019.875
289,1540.9166666666667
290,960.2083333333334
291,1375.8333333333333
292,1642.5
293,555.375
294,840.375
295,1824.625
296,928.4166666666666
297,1722.6666666666667
298,1803.7916666666667
299,1857.1666666666667
300,1860.4583333333333
301,1717.0833333333333
302,1867.125
303,1916.7083333333333
304,2037.5833333333333
305,1690.8333333333333
306,1651.25
307,1899.25
308,1640.5833333333333
309,1870.25
310,2038.2916666666667
311,1880.7916666666667
312,1853.3333333333333
313,1871.0
314,2019.4583333333333
315,1917.0
316,1647.875
317,2019.875
318,2126.0
319,2019.875
320,1824.3333333333333
321,1573.4166666666667
322,630.3333333333334
323,823.0416666666666
324,1464.0
325,1456.2083333333333
326,509.75
327,817.4166666666666
328,1516.2916666666667
329,1657.4166666666667
330,1285.6666666666667
331,519.0
332,1574.7916666666667
333,822.0833333333334
334,1702.875
335,1165.75
336,1822.0416666666667
337,1545.3333333333333
338,1310.75
339,314.0833333333333
340,523.875
341,1518.2916666666667
342,1672.9583333333333
343,1573.3333333333333
344,1365.2916666666667
345,1547.25
346,857.5
347,265.75
348,1559.2916666666667
349,925.0416666666666
350,1913.3333333333333
351,1750.4166666666667
352,925.0416666666666
353,2126.0
354,2019.875
355,1948.8333333333333
356,2126.0
357,1788.7083333333333
358,1654.5
359,2051.1666666666665
360,1470.7083333333333
361,833.2083333333334
362,938.9166666666666
363,1800.6666666666667
364,1768.25
365,1661.8333333333333
366,1736.5833333333333
367,2019.75
368,2126.0
369,1732.75
370,602.2083333333334
371,751.4583333333334
372,1527.125
373,1803.7916666666667
374,632.7916666666666
375,1594.9583333333333
376,1948.8333333333333
377,1063.0
378,2126.0
379,2126.0
380,1984.0416666666667
381,1303.5833333333333
382,1597.9583333333333
383,1575.9166666666667
384,1817.3333333333333
385,1697.2083333333333
386,1389.875
387,1720.7916666666667
388,1812.75
389,1736.3333333333333
390,1842.7083333333333
391,1593.1666666666667
392,1272.625
393,1608.625
394,1885.4166666666667
395,1669.2916666666667
396,2086.7916666666665
397,1719.0416666666667
398,2072.8333333333335
399,1718.7916666666667
400,1045.4583333333333
401,1761.4166666666667
402,1594.5
403,432.25
404,1474.2916666666667
405,1881.7083333333333
406,1968.8333333333333
407,531.5
408,2037.4166666666667
409,1980.25
410,2019.4583333333333
411,2126.0
412,1771.6666666666667
413,570.4166666666666
414,1828.5416666666667
415,2126.0
416,1839.0
417,2126.0
418,2019.625
419,1556.9583333333333
420,850.625
421,1063.0
422,1992.625
423,2126.0
424,2090.5
425,2019.75
426,1913.2083333333333
427,1931.2916666666667
428,645.0
429,891.6666666666666
430,1914.0
431,2126.0
432,2126.0
433,1668.9166666666667
434,864.5833333333334
435,2023.25
436,1729.1666666666667
437,974.4166666666666
438,1683.0833333333333
439,1063.0
440,2090.7916666666665
441,1839.0
