Iteraciones (eje x),Media de la población i-ésima (Eje y)
1,1024.5833333333333
2,1056.7916666666667
3,1155.875
4,423.1666666666667
5,502.4166666666667
6,1369.0833333333333
7,812.4583333333334
8,1325.125
9,1385.8333333333333
10,1498.3333333333333
11,1660.5
12,1668.0
13,1726.625
14,1518.625
15,942.6666666666666
16,1883.375
17,1994.2083333333333
18,1702.1666666666667
19,2095.0
20,1571.25
21,785.625
22,1920.4166666666667
23,1920.4166666666667
24,611.0416666666666
25,698.3333333333334
26,684.8333333333334
27,1788.5833333333333
28,1745.8333333333333
29,1920.4166666666667
30,1948.0
31,872.9166666666666
32,1483.9583333333333
33,960.2083333333334
34,349.1666666666667
35,698.3333333333334
36,1658.5416666666667
37,1887.7083333333333
38,1291.8333333333333
39,575.9583333333334
40,661.2916666666666
41,1906.0
42,1975.0
43,1001.2916666666666
44,1423.0833333333333
45,1571.25
46,671.3333333333334
47,1571.25
48,1745.8333333333333
49,820.2916666666666
50,2095.0
51,1608.0
52,1859.8333333333333
53,1799.0
54,1920.4166666666667
55,1745.8333333333333
56,872.9166666666666
57,2095.0
58,1722.2916666666667
59,1222.0833333333333
60,174.58333333333334
61,349.1666666666667
62,1291.8333333333333
63,226.79166666666666
64,254.66666666666666
65,435.1666666666667
66,471.7083333333333
67,556.625
68,1373.875
69,404.9583333333333
70,1294.1666666666667
71,718.7916666666666
72,777.6666666666666
73,312.625
74,1252.2083333333333
75,556.2083333333334
76,1058.0833333333333
77,492.4166666666667
78,1679.25
79,1775.0
80,1331.25
81,140.375
82,128.04166666666666
83,269.4583333333333
84,631.5
85,1240.625
86,651.125
87,1578.2083333333333
88,1457.2916666666667
89,1383.4583333333333
90,682.0416666666666
91,1476.6666666666667
92,1684.7916666666667
93,1107.5
94,699.5833333333334
95,1641.0
96,1428.8333333333333
97,1316.5416666666667
98,295.6666666666667
99,290.125
100,1623.2083333333333
101,1432.4166666666667
102,422.5833333333333
103,1392.125
104,1492.6666666666667
105,1784.2083333333333
106,1725.1666666666667
107,1725.1666666666667
108,941.0
109,1725.1666666666667
110,1882.0
111,1786.0416666666667
112,1460.7916666666667
113,1568.3333333333333
114,844.625
115,1568.3333333333333
116,687.7916666666666
117,1701.625
118,1442.6666666666667
119,1882.0
120,1811.0
121,1725.1666666666667
122,843.2083333333334
123,1427.75
124,1844.0833333333333
125,1787.9166666666667
126,257.7916666666667
127,681.4583333333334
128,1747.625
129,1470.6666666666667
130,827.25
131,919.1666666666666
132,993.5416666666666
133,2022.1666666666667
134,1470.6666666666667
135,1103.0
136,2022.1666666666667
137,2008.6666666666667
138,1860.1666666666667
139,1916.75
140,426.7083333333333
141,784.3333333333334
142,919.1666666666666
143,624.0416666666666
144,1654.5
145,1746.4166666666667
146,2022.1666666666667
147,2100.5833333333335
148,1750.2916666666667
149,1617.4583333333333
150,422.75
151,346.0
152,1064.75
153,408.875
154,1055.0833333333333
155,645.0416666666666
156,1305.6666666666667
157,1136.25
158,530.2916666666666
159,532.2083333333334
160,905.0416666666666
161,2053.0
162,1847.2083333333333
163,2021.5416666666667
164,2053.0
165,1948.0833333333333
166,1625.2916666666667
167,342.1666666666667
168,652.875
169,1949.9166666666667
170,1747.7916666666667
171,1140.2083333333333
172,837.4583333333334
173,1921.0833333333333
174,1026.5
175,2053.0
176,1551.4583333333333
177,458.7916666666667
178,666.7916666666666
179,2053.0
180,1777.0
181,1984.3333333333333
182,1949.9166666666667
183,2053.0
184,1881.9166666666667
185,1881.9166666666667
186,1881.9166666666667
187,1605.9166666666667
188,606.8333333333334
189,1851.2083333333333
190,1545.9166666666667
191,1710.8333333333333
192,1739.6666666666667
193,1912.9583333333333
194,1390.4166666666667
195,769.875
196,820.7083333333334
197,1607.3333333333333
198,1607.75
199,820.3333333333334
200,1658.2083333333333
201,1864.375
202,2053.0
203,1881.9166666666667
204,2053.0
205,2053.0
206,1949.9166666666667
207,1782.875
208,1940.4583333333333
209,1446.125
210,750.5
211,1477.6666666666667
212,1513.1666666666667
213,1809.9583333333333
214,1922.5
215,923.0
216,1617.8333333333333
217,1953.9583333333333
218,1796.375
219,923.0
220,1675.7083333333333
221,1399.9166666666667
222,616.8333333333334
223,886.9583333333334
224,1605.9166666666667
225,957.0833333333334
226,1539.75
227,749.9166666666666
228,1674.5416666666667
229,1675.1666666666667
230,2012.5
231,2053.0
232,1950.2916666666667
233,2053.0
234,2053.0
235,2053.0
236,1710.8333333333333
237,855.4166666666666
238,1434.8333333333333
239,664.9583333333334
240,1625.2916666666667
241,1778.8333333333333
242,2053.0
243,1661.8333333333333
244,1625.2916666666667
245,1625.2916666666667
246,1881.9166666666667
247,886.5
248,1710.8333333333333
249,855.4166666666666
250,1519.0
251,1460.2083333333333
252,888.6666666666666
253,1440.7083333333333
254,1881.9166666666667
255,1539.75
256,427.7083333333333
257,1881.9166666666667
258,1881.9166666666667
259,1881.9166666666667
260,2053.0
261,1851.25
262,1539.75
263,735.5416666666666
264,1402.125
265,1796.375
266,2053.0
267,1710.8333333333333
268,1881.9166666666667
269,1881.9166666666667
270,1881.9166666666667
271,1026.5
272,1949.9166666666667
273,1334.3333333333333
274,803.9166666666666
275,1743.9166666666667
276,1949.9166666666667
277,2053.0
278,1710.8333333333333
279,1779.2083333333333
280,1493.375
281,1502.4583333333333
282,1316.3333333333333
283,1625.2916666666667
284,581.625
285,803.5416666666666
286,1949.9166666666667
287,1539.75
288,769.875
289,1881.9166666666667
290,1674.2916666666667
291,1675.7083333333333
292,2035.0416666666667
293,1710.8333333333333
294,513.25
295,923.0
296,1837.5
