Iteraciones (eje x),Mejor individuo hasta el momento (Eje y)
631,2426
632,2426
633,2426
634,2426
635,2426
636,2426
637,2426
638,2426
639,2426
640,2426
641,2426
642,2426
643,2426
644,2426
645,2426
646,2426
647,2426
648,2426
649,2426
650,2426
651,2426
652,2426
653,2426
654,2426
655,2426
656,2426
657,2426
658,2426
659,2426
660,2426
661,2426
662,2426
663,2426
664,2426
665,2426
666,2426
667,2426
668,2426
669,2426
670,2426
671,2426
672,2426
673,2426
674,2426
675,2426
676,2426
677,2426
678,2426
679,2426
680,2426
681,2426
682,2426
683,2426
684,2426
685,2426
686,2426
687,2426
688,2426
689,2426
690,2426
691,2426
692,2426
693,2426
694,2426
695,2426
696,2426
697,2426
698,2426
699,2426
700,2426
701,2426
702,2426
703,2426
704,2426
705,2426
706,2426
707,2426
708,2426
709,2426
710,2426
711,2426
712,2426
713,2426
714,2426
715,2426
716,2426
717,2426
718,2426
719,2426
720,2426
721,2426
722,2426
723,2426
724,2426
725,2426
726,2426
727,2426
728,2426
729,2426
730,2426
731,2426
732,2426
733,2426
734,2426
735,2426
736,2426
737,2426
738,2426
739,2426
740,2426
741,2426
742,2426
743,2426
744,2426
745,2426
746,2426
747,2426
748,2426
749,2426
750,2426
751,2426
752,2426
753,2426
754,2426
755,2426
756,2426
757,2426
758,2426
759,2426
760,2426
761,2426
762,2426
763,2426
764,2426
765,2426
766,2426
767,2426
768,2426
769,2426
770,2426
771,2426
772,2426
773,2426
774,2426
775,2426
776,2426
777,2426
778,2426
779,2426
780,2426
781,2426
782,2426
783,2426
784,2426
785,2426
786,2426
787,2426
788,2426
789,2426
790,2426
791,2426
792,2426
793,2426
794,2426
795,2426
796,2426
797,2426
798,2426
799,2426
800,2426
801,2426
802,2426
803,2426
804,2426
805,2426
806,2426
807,2426
808,2426
809,2426
810,2426
811,2426
812,2426
813,2426
814,2426
815,2426
816,2426
817,2426
818,2426
819,2426
820,2426
821,2426
822,2426
823,2426
824,2426
825,2426
826,2426
827,2426
828,2426
829,2426
830,2426
831,2426
832,2426
833,2426
834,2426
835,2426
836,2426
837,2426
838,2426
839,2426
840,2426
841,2426
842,2426
843,2426
844,2426
845,2426
846,2426
847,2426
848,2426
849,2426
850,2426
851,2426
852,2426
853,2426
854,2426
855,2426
856,2426
857,2426
858,2426
859,2426
860,2426
861,2426
862,2426
863,2426
864,2426
865,2426
866,2426
867,2426
868,2426
869,2426
870,2426
871,2426
872,2426
873,2426
874,2426
875,2426
876,2426
877,2426
878,2426
879,2426
880,2426
881,2426
882,2426
883,2426
884,2426
885,2426
886,2426
887,2426
888,2426
889,2426
890,2426
891,2426
892,2426
893,2426
894,2426
895,2426
896,2426
897,2426
898,2426
899,2426
900,2426
901,2426
902,2426
903,2426
904,2426
905,2426
906,2426
907,2426
908,2426
909,2426
910,2426
911,2426
912,2426
913,2426
914,2426
915,2426
916,2426
917,2426
918,2426
919,2426
920,2426
921,2426
922,2426
923,2426
924,2426
925,2426
926,2426
927,2426
928,2426
929,2426
930,2426
931,2426
932,2426
933,2426
934,2426
935,2426
936,2426
937,2426
938,2426
939,2426
940,2426
941,2426
942,2426
943,2426
944,2426
945,2426
946,2426
947,2426
948,2426
949,2426
950,2426
951,2426
952,2426
953,2426
954,2426
955,2426
956,2426
957,2426
958,2426
959,2426
960,2426
961,2426
962,2426
963,2426
964,2426
965,2426
966,2426
967,2426
968,2426
969,2426
970,2426
971,2426
972,2426
973,2426
974,2426
975,2426
976,2426
977,2426
978,2426
979,2426
980,2426
981,2426
982,2426
983,2426
984,2426
985,2426
986,2426
987,2426
988,2426
989,2426
990,2426
991,2426
992,2426
993,2426
994,2426
995,2426
996,2426
997,2426
998,2426
999,2426
1000,2426
