Iteraciones (eje x) Mejor individuo hasta el momento (Eje y)
1					1562
2					1562
3					1562
4					1562
5					1562
6					1884
7					1884
8					1884
9					1884
10					1884
11					1884
12					1884
13					1884
14					1884
15					1884
16					1884
17					1995
18					1995
19					1995
20					1995
21					2426
22					2426
23					2426
24					2426
25					2426
26					2426
27					2426
28					2426
29					2426
30					2426
31					2426
32					2426
33					2426
34					2426
35					2426
36					2426
37					2426
38					2426
39					2426
40					2426
41					2426
42					2426
43					2426
44					2426
45					2426
46					2426
47					2426
48					2426
49					2426
50					2426
51					2426
52					2426
53					2426
54					2426
55					2426
56					2426
57					2426
58					2426
59					2426
60					2426
61					2426
62					2426
63					2426
64					2426
65					2426
66					2426
67					2426
68					2426
69					2426
70					2426
71					2426
72					2426
73					2426
74					2426
75					2426
76					2426
77					2426
78					2426
79					2426
80					2426
81					2426
82					2426
83					2426
84					2426
85					2426
86					2426
87					2426
88					2426
89					2426
90					2426
91					2426
92					2426
93					2426
94					2426
95					2426
96					2426
97					2426
98					2426
99					2426
100					2426
